Temperature,AverageEnergyPerSite,EnergyErrorPerSite,SpecificHeatPerSite,Correlation_r1,Correlation_r2,Correlation_r3,Correlation_r4,Correlation_r5,Correlation_r6,Correlation_r7,Correlation_r8
2.0,-0.5473834637107918,0.00023810492610899247,0.31883143929070457,0.2736917318553959,0.08257814056122834,0.026717400987620526,0.009002167663505119,0.0031090791739452495,0.0011598162953058823,0.0005294791332468864,0.0003916659413374172
2.1,-0.5170443465686845,0.0003571729211159314,0.2860724032751202,0.25852217328434224,0.07324168763922884,0.022215751751905658,0.007154233634253469,0.0023773923650192742,0.0009379188414656954,0.0003957528872228474,0.00019215609263303644
2.2,-0.4901139599047243,0.0002701897185698053,0.2536370862124127,0.24505697995236214,0.06528858986602526,0.018427651671544296,0.005371867770133247,0.0014789552502948939,0.0003737338603628906,-3.8216849306847155e-05,-0.0003883294826234386
2.3,-0.46611212998482404,0.00028566477968623103,0.22990492407068253,0.23305606499241202,0.05879828821818895,0.01580107685563077,0.0046092501515230914,0.001389465623917871,0.00045388523091730753,0.00020675159359106524,3.8574009762692926e-05
2.4,-0.4442898932438707,0.0001931796782266277,0.20802746512606313,0.22214494662193535,0.053168962468257176,0.013522521009136645,0.003535156502142152,0.0009639914578764545,0.0004415904899144427,0.00016162504436316598,3.600496865594759e-06
2.5,-0.4239814170634224,0.00019315339800880468,0.19129549850100716,0.2119907085317112,0.048098647533429295,0.011590268936811218,0.0028994515039117968,0.0007354738047753473,0.000278435100734299,0.00024911802460926444,0.00022082944934531705
2.6,-0.40627702902115254,0.00023893759871408451,0.1724180957256461,0.20313851451057627,0.044112186925393516,0.01013385860191328,0.0022424322339734968,0.0004498221163866299,-9.692585570904128e-06,7.036408188255402e-05,2.464568051963608e-05
2.7,-0.3899127811246239,0.0002299377115915086,0.15905400700930017,0.19495639056231195,0.040319192067436095,0.008926911083271843,0.002067641310941862,0.0005799291292333612,0.00021363822355303697,6.804676745273127e-05,-3.1543417222553916e-05
2.8,-0.3741607132326833,0.0001747228988236687,0.14559613488340195,0.18708035661634165,0.036998674128225044,0.007698753994998721,0.0015652860224753885,0.00029024744922765317,0.00019345394820485942,0.00022833467589583988,0.0002670927713705915
2.9,-0.36005935702417596,0.0002197557886624627,0.134777233398993,0.18002967851208798,0.034050060643944335,0.006847206970602595,0.0013969326261785047,0.00023638503598755368,0.00010372414290125151,-3.8232422492733e-05,-0.0002290577589263071
3.0,-0.3473281765398889,0.00025663315844508304,0.12515636872485875,0.17366408826994445,0.03176418321482015,0.005986069354022787,0.001151665148496828,0.0003245420382774408,-2.4923458158219322e-05,2.4562742153242463e-05,7.982278588574947e-05
